job_id,company,job_title,location,job_url,description,responsibilities,qualifications,salary,source,source_country,date_posted,employment_type,category,role_family
6b757c5b9ff6bf1f38618980b55e18beb,Konica Minolta,Global Client Executive,"San Francisco, CA",https://jobs.aarp.org/job/global-client-executive-san-francisco-ca-b8d39fa3f3d9200585d0f0c2dbeab662b,"Konica Minolta Business Solutions U.S.A., Inc., a global Fortune 1000 company and one of Forbes 2017 America s Best Large Employers, is transforming the way we all do business. From smart office technology and information management to cloud, mobility and IT services, we have a rich history of creating the products and services necessary to drive innovation and make work possible from anywhere at any time. Our award-winning products and solutions help companies around the world move information faster, improve quality and productivity, enhance security and facilitate the sharing of information. We are proud that our portfolio leads the industry while exceeding environmental standards. At Konica Minolta, you'll work for an amazing technology company with growth opportunities, great benefits and talented, passionate co-workers. Position Objective Our Intelligent Connected Workplace Platform helps organizations realize a more integrated, intelligent, efficient, productive and secure environment. From cloud services and security services to managed application and workflow and automation services Konica Minolta is transforming the way work gets done. Konica Minolta has been named the Leader in Print Transformation Capabilities by the IDC and recognized as a BLI Pacesetter for Outstanding Serviceability. A senior level sales position focused on penetrating, managing and growing the business within Large Enterprise and Global Accounts. This position will be responsible for understanding and communicating Konica Minolta s unique technology value proposition to Enterprise Accounts to gain interest. You will also be responsible for managing your resources to pair our best people with the clients specific needs/challenges. You will work within all levels of the direct organization. You will need to exhibit the leadership and people skills to foster a team environment that encourages our people to work closely with you to expand our Global customer footprint. Essential Job Fun",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations,Workflow / Support Operations
dfd3c1ac0ee95b1c76679c7d25b3c8a5b,Sentry,Retirement Plan Sales Support Analyst,"Stevens Point, WI",https://jobs.aarp.org/job/retirement-plan-sales-support-analyst-stevens-point-wi-b528faa6054deb2251c3d61748636cfdb,"OVERVIEW Sentry employees have been helping individuals and businesses build and protect their future since 1904 and we are looking for you to join our team as a Retirement Plan Sales Support Analyst. In this position, you will provide technical knowledge and support during the sales of 401(k) products to achieve growth, retention and profitability among Sentry direct writer sales producers. If you have a background in investments, 401(k), and sales support, this could be a great opportunity for you! Collaboration, teamwork, and relationships are key at Sentry. To best support our associates and our culture, Sentry is happy to offer flexible work through scheduled work from home/in office days after we return to the office for this position!WHAT YOU'LL DO As a Retirement Plan Sales Support Analyst, you ll play a key role in assisting our sales producers with the sales of our 401(k) products. Along with this responsibility, you ll: Act as one of the primary contacts for our team of sales producers and management to ask questions regarding products and sales/marketing programs Assist in the sale of 401(k) and group products primarily through phone consultations and training presentations Create and analyze reports reflecting pre-sale and post-sale efforts in the field to enhance our initiatives to promote future sales and enhance our overall customer experience Provide resource information on investment options, product information, and plan design to the field on individual cases to assist in new 401(k) and group salesWHAT IT TAKES Bachelor s Degree or equivalent work experience 2+ years of related 401(k) sales or sales support experience 2+ years of investment experience Knowledge of qualified retirement plan and group benefit insurance products Familiarity with retirement plan investment principles Proficient with working in Microsoft Power Point and Excel Industry coursework such as CPFA, QPFC, QKA, ARPC, AIF, AIFA, CIMA or CFP beneficial Highly effective interper",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations,Workflow / Support Operations
33e86ce1ebc63a55788828849bae357fb,Konica Minolta,Customer Suppt Rep,"Virginia Beach, VA",https://jobs.aarp.org/job/customer-suppt-rep-virginia-beach-va-7fb6f969c3337d2eb7e78a5f37f26b15b,"Konica Minolta Business Solutions U.S.A., Inc., a global Fortune 1000 company and one of Forbes 2017 America s Best Large Employers, is transforming the way we all do business. From smart office technology and information management to cloud, mobility and IT services, we have a rich history of creating the products and services necessary to drive innovation and make work possible from anywhere at any time. Our award-winning products and solutions help companies around the world move information faster, improve quality and productivity, enhance security and facilitate the sharing of information. We are proud that our portfolio leads the industry while exceeding environmental standards. At Konica Minolta, you'll work for an amazing technology company with growth opportunities, great benefits and talented, passionate co-workers. Position Objective Konica Minolta currently has an exciting opportunity for a Customer Support Rep! This position reports directly to the Branch Manager or Market Vice-President for weekly activities with a dotted-line relationship to the Regional Sales Development Manager. Essential Job Functions Identify and schedule the necessary resources needed to properly address customer's needs. Create customized curriculum to properly address and train each specific customer and their unique workflow needs. Conduct customer training following customized lesson plans and training curriculum on office product solutions (digital systems/software, production print systems/software). Create, present and manage all time-lines and schedules as it relates to end user training. Provide summary reports about status and completion of end-user training to Branch Manager, Sales Manager or Sales Rep. Provide Application Specialists, local technicians and NSSG with details on product limitations as discovered during customer trainings. Maintain proficiency with KMBS entire digital product line for copying, faxing scanning, network printing, driver functionality for s",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations | Accounting/Finance,Workflow / Support Operations
ba7e825db7ee7813e015e8bb36f9f037b,Univar Solutions,Project Specialist ChemCare,"Dublin, OH",https://jobs.aarp.org/job/project-specialist-chemcare-dublin-oh-ee983db24f9bc63b155032460129b4cdb,"Want to work for a company that is reimagining distribution? Join Univar Solutions, the premier global distributor of chemicals and ingredients. Our goal is to function as a direct extension of our customers teams; to serve as an ally in their quest of business success. At Univar Solutions, we re building on our more than 90 years of experience and drawing on deep resources inventory and logistics experts, scientists, PhDs, procurement, customer service, sales and marketers to deliver consultative services and an unmatched portfolio to solve customers formulation and operational challenges. When you work for Univar Solutions, you ll play an important role in shaping how we deliver more than chemical and ingredients. Primary Purpose: Provide sales support link between Project Managers, Sales, Operations, Business Services and for the ChemCare Project Team. Responsible to Project Coordinator, and in coordination with the ChemCare Project Managers, Safety, Account Managers, & Customer Service for developing, implementing and monitoring projects, team goals and performance. Responsible for understanding the regulatory complexities and process technologies that enable ChemCare services to add value to our customers and partner TSDF s. Specific Duties and Responsibilities: Supports the development and generation of projects and ChemCare activities within the specified area by serving as a resource for completing project estimates, customer price quotations, job order records, and other necessary documents in support of the ChemCare project team goals. Provides support to the project coordinators/sales with respect to the hazardous waste industry, competition, partner capabilities, cost, & pricing. Work with and provide project support to our sales representatives through joint calls. Advise and inform contractors, project managers, account managers, and ChemCare Leadership of status and process quotes for projects. Develop and maintain contractor partner relationships and",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations,Platform Operations
949bbbeb8f016d391a66ec7b63b39bd3b,Right at Home,Staffing Coordinator,"Pittsburgh, PA",https://jobs.aarp.org/job/staffing-coordinator-pittsburgh-pa-3d6e23f850f6f28b54fead53a7de13b8b,"Right at Home has a staffing coordinator position currently open. This position ensures that all referrals are received in an accurate, detailed manner and are properly handled. Performs various supervisory activities for scheduling appropriate caregivers to clients. Clocks caregivers in/out when operational necessary. Essential functions are to answer telephone in a professional manner, take inquiries or messages using good telephone technique. Schedules and coordinates day to day activities of caregivers. Takes detailed notes on operational changes in the system. Responds promptly and courteously to all clients' calls. Performs on-call coordinator duties as needed. Performs other general office and clerical functions assigned by the Operations Manager.",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations,Platform Operations
11be73eca4b38f792b72b47c660fda9ab,Kibage,Care Coordinator,"Saline, MI",https://jobs.aarp.org/job/care-coordinator-saline-mi-26e5058daaed6013e678bd63274bbe6db,"Company: Kibage Job Title: Full Time Care Coordinator Compensation: $39,500 - $49,900 Per Year Benefits: $300 Sign on bonus after 30 days of employment (qualifying) Fixed Schedule - Three 12 hour shifts weekly, with an additional shift every 4th week (7am-7pm preferred) PTO for Full and Part Time employees Medical benefits (based on eligibility) Holiday pay at 1.5x Paid orientation and ongoing training New employee referral bonuses General Overview: Kibage is dedicated to helping our clients lead dignified, independent lifestyles in the comfort and safety of their own homes by providing in-home services through our Care Coordinators and Care Providers. We are seeking Care Coordinators who will function as the primary supervisor and advocate for Care Providers. The Care Coordinator will provide the highest level of client satisfaction by maintaining and improving quality of care for clients, together with serving as the primary trainer and compliance officer for Kibage. Care Coordinator Responsibilities: Trains Care Providers on clients households and ensures that the Care Providers are continuously performing to the proper level of expectation for each household Assists in the assessment and onboarding of new clients into the Kibage client base Establishes and maintains accurate care plans for clients Collaborates with the Chief Services Officer to create schedules for Care Providers Produces a structured plan for all call off s, vacations and emergencies for assigned clients households Ensures clients households are within compliance of Senior Support Net LLC s polices and are maintained as designated by the care plan Creates Care Provider development plans in conjunction with the Chief Services Officer Maintains assigned clients' inventory, meal plans and household cohesiveness Performs all the Care Provider s responsibilities, as outlined in the Care Provider s job description, as required Carries out any other duties as required by Kibage, LLC",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations,Platform Operations
fdff84271ed76d83437e8b25490eb975b,KHOU,Marketing Strategy Professional,"Houston, TX",https://jobs.aarp.org/job/marketing-strategy-professional-houston-tx-2d9b5ac8f85fb5a6074b849d815a3167b,"Prepare multi-media marketing campaigns that generate strong business outcomes for local businesses. The marketing strategist will prepare details for mutli-media campaigns, assist with strategy and research and create marketing presentations. Responsibilities: Provide support to KHOU sales team on pre-sale activities including client research, streaming television avails, presentations, and implementation documentation. Create client-focused sales presentations in Power Point. Manage pre-sales process for Premion campaigns, Tegna's OTT solution. Regular review of audience delivery using Nielsen ratings and digital fulfillment metrics; use audience delivery information to document best practices and campaign effectiveness. Coordinate with Account Managers to set up new customer accounts, contracts, and revisions. Attend sales meetings and training to obtain sales, product, and process information. Keep abreast of company products and services for use in client recommendations. (Broadcast, OTT, Audience targeted display and video) Able to make decisions and solve problems independently to support the KHOU sales team. Effectively manage and organize campaign details for multiple team members and accounts. Specifically, using Sales Force and Microsoft Excel. Cross-train with the Account Manager and Digital Account Manager position to gain a comprehensive understanding of the KHOU sales operation. Performance Tracking: Incremental new appointments and presentations for KHOU sales team. Increased new business development revenue. Regularly develops customer focused presentations. Pre-sale preparation is regularly completed in an efficient and timely manner. Leading indicators: Increase in number of appointments for sales team. Increase in number of pre-sale requests from sales team. Strong closing ratios on presentations created. Requirements: Bachelor's degree, preferably with a focus in business or marketing. Internship or part-time work experience in marketing or adve",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations,Analytics / Business Operations
88f666e7f295b98b6cd6805c35bad67cb,Chubb,L&amp;D Specialist,"Chicago, IL",https://jobs.aarp.org/job/l-d-specialist-chicago-il-31aa7a0bbe833a2be186facb7fd6564fb,"Chubb Global Risk Advisors (CGRA) is your single avenue to our more than 550 property and casualty engineering, health, safety and environmental consultants located wherever our clients do business all focused on helping our clients develop and deploy solutions that advance their risk management, compliance and sustainability objectives, while positively impacting their financial results. KEY OBJECTIVES: Chubb Global Risk Advisors is seeking a Learning and Development Specialist with 5+ years of experience with demonstrated, increasing responsibilities. The candidate will need a solid history of providing online training development. This includes taking a training concept from an idea, through scripting, to a fully deliverable training program while applying current media technology. Applications will include both computer on-line training and/or classroom environments. Ability to interact with our technical experts to translate their knowledge into professional learning courses is a must. A key responsibility will include hands-on development of training modules on wide-ranging topics to support both client demand and building an internal online learning catalog. The Learning and Development Specialist will need to conduct research, collect and analyze data, to support training development. This position provides a full range of training development services within a consulting business. The Learning and Development Specialist will apply their skills to help develop targeted training materials to help customers control or eliminate workplace risk exposures. This job is best suited for detail-oriented and self-motivated individuals. DUTIES AND RESPONSIBILITIES: Work with internal staff and external clients to develop training modules for online or classroom delivery. Utilize video and software applications and possess program knowledge in computer-based programs and internal systems to find innovative, cost-effective solutions to customer training needs. Maintains ",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations,Platform Operations
49e6ccdcc160aefaddff92c42fb4940cb,PDS Tech,Project Coordinator II,"Austin, TX",https://jobs.aarp.org/job/project-coordinator-ii-austin-tx-15b1c6fd71a9544415f0f3b3b5a2e0e2b,"PDS Tech, Inc. is seeking a Project Coordinator in Austin, TX.Job Summary: The Project Specialist reports to the US Channel Sales Programs Manager. The Project Specialist will support the Fixture deployment team specifically with deployment punch-list items and document management. The fixture deployment process relies heavily on the exchange, markup and follow-up with multiple partners of many different documents. These documents(design brief, store planning proposal, initial design kit, site survey and final design kit) are uploaded and downloaded within our proprietary workflow management system, Store Front Operations (SFO) and with our retailer and/or carrier partner's FTP sites, our manufacturers' FTP sites and our installers' FTP sites. In addition, each step within the process needs to be tracked to ensure corporate SLAs are met. Additional duties including supporting New Product Introduction (NPI) activities and pulling ad-hoc in-store technology reports. Description: Maintain internal database by ensuring correct information is entered into the systemAccurately enter information for various channel sales programsReconcile information from internal database by comparing data from email and spreadsheetsReport any data discrepanciesObtain documents for cross-functional teams, vendors and accountsUpload / download documents from / to internal and external systemsTrack project activities and report when deadlines are missedFollow up with vendors on punch-list items post fixture installationSupport shipment tracking for deployments and NPIsProvide first line support for help email boxesSpecial projects supporting NPI activities or the Quality team on an as needed basis2D, 3D Demo Unit Tracking (NPI)Vendor PO management and trackingVendor schedulingUAT for WW systems such as StoreBuilder (workflow for fixture and merchandising solution deployments)StoreBuilder data migrationManage fixture demand planning spreadsheets and processPOS Landscape verification for iPad",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Advertising/Public Relations,Workflow / Support Operations
1e941855c51e5b7b3e6a086f28b8cfa3b,Nation Pizza And Foods,Mix Blend Operator,"Schaumburg, IL",https://jobs.aarp.org/job/mix-blend-operator-schaumburg-il-5eb3d0b22a4afe11bc809d1099e0a0b5b,"Essential Duties and Responsibilities: Sets up dispensers prior to production and immediately notifies Maintenance when deficiencies appear. Monitors Applicator settings and ensures that product has the proper appearance and weight. Ensures that the final product has the right quality attributes. Recommends changes to the Lead or the Supervisor. Ensures that all necessary equipment is ready and available for any change over or start-up a day in advance. Reports any deviancies from product specifications immediately to the Lead or the Supervisor. Cleans and stores equipment after use. Accurately completes all respective paperwork. Assists in breaks and lunches. Maintains area so that it is free of any debris and rework. Abides by Nation Pizza Products SOP s. Follows all company policies & procedures as well as the GMP s (Good Manufacturing Practices). Reports any unsafe or hazardous work conditions or safety-related issues to Management. Verifies part codes of the ingredients with the BOM and checks the condition of the ingredients and their containers prior to using. Reports any quality problems to your supervisor and line lead. Suggests ways to control labor and supply costs as well as improve processes. Ensures that all work activities are performed with attention to the highest standards for quality, safety and compliance with all appropriate legal and food safety requirements and a focus on continuous improvement. Ensures that all Standard Operating Procedures (SOP s) are followed. Follows all company policies & procedures as well as the GMP's (Good Manufacturing Practices). Maintains a high level of safety awareness for an accident-free work place. Reports any unsafe or hazardous work conditions or safety-related issues to Management. Accomplishes all tasks as appropriately assigned or requested. Education, Skills and Experience: Education: High school diploma, GED or equivalent. Skills and Experience: One to three months related experience and/or training or e",,,,aarp_us,us,2021-09-01T00:00:00-04:00,OTHER,Arts/Entertainment/Publishing,Platform Operations
